name,title,year,journal,doi,source,screened_reason
Suk Lee,Estimate of the Real-Time Respiratory Simulation System in CyberKnife Image-Guided Radiosurgery,2010,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.56.164,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Development of PDRESS (patient specific dose real evaluation systems) using a TENOMAG gel and optical CT (VISTA™) in clinical IMRT prostate case,2010,Journal of Physics: Conference Series,10.1088/1742-6596/250/1/012005,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Preliminary dose calibration results using a TENOMAG polymer gel dosimeter and optical CT (VISTA™),2010,Journal of Physics: Conference Series,10.1088/1742-6596/250/1/012042,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,A study on the characteristic of normoxic polymer gel dosimeter according to its composition,2009,Journal of Physics: Conference Series,10.1088/1742-6596/164/1/012018,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Determination of target motion by using a respiration monitoring mask for 4-D radiotherapy,2008,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.53.845,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Development of a novd normoxic polymer gel dosimeter (TENOMAG),2007,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.51.1798,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Nocenter optima matching shift algorithm to verify the dose distribution in intensity-modulated radiation therapy through the stochastic property,2007,JOURNAL OF THE KOREAN PHYSICAL SOCIETY,10.3938/jkps.51.1792,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Rectum dose analysis employing a multi-purpose brachytherapy phantom,2007,JAPANESE JOURNAL OF CLINICAL ONCOLOGY,10.1093/jjco/hym032,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Investigation of high-radiation-sensitive normoxic polymer gel dosimeter,2007,IFMBE Proceedings,10.1007/978-3-540-36841-0_465,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Development of respiratory motion reduction device system (RMRDs) for radiotherapy in moving tumors,2004,JAPANESE JOURNAL OF CLINICAL ONCOLOGY,10.1093/jjco/hyh125,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Development of a one-stop beam verification system using electronic portal imaging devices for routine quality assurance,,MEDICAL DOSIMETRY,10.1016/j.meddos.2011.11.003,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Dosimetric comparison of VitalBeam (R) and Halcyon (TM) 2.0 for hypofractionated VMAT with simultaneous integrated boost treatment of early-stage left-sided breast cancer,,JOURNAL OF APPLIED CLINICAL MEDICAL PHYSICS,10.1002/acm2.13428,ORCID,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Feature Analysis of Prognostic Factors for the Radiation Toxicity Prediction of Lung Cancer Using Explainable Outcome Representation Method,2021,,10.21203/rs.3.rs-391284/v1,Crossref,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Rolling the Skewed Die: Economic Foundations of the Demand for Skewness,2018,,10.2139/ssrn.3168944,OpenAlex,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
Suk Lee,Clinging Onto the Cliff: A Model of Financial Misconduct,2021,,10.2139/ssrn.3964115,OpenAlex,only 0% of this researcher's retrieved journal articles are in an ABDC-rated journal; the ORCID they came from is probably a namesake's
