journal_name,journal_raw,publisher,issn,quality_rank,abdc_edition,impact_factor,impact_factor_5yr,jcr_year,sjr,sjr_quartile,h_index,cites_per_doc_2y,scimago_year
Biological Psychiatry,Biological Psychiatry,Elsevier BV,0006-3223; 1873-2402,,,10.3,11.2,2025,3.611,Q1,380,5.88,2025
Current Biology,Current Biology,Elsevier BV,0960-9822; 1879-0445,,,7.7,9.5,2025,2.897,Q1,386,4.73,2025
Current Opinion in Behavioral Sciences,Current Opinion in Behavioral Sciences,Elsevier BV,2352-1546; 2352-1554,,,4.4,6.6,2025,1.363,Q1,96,4.51,2025
Neuroscience and Biobehavioral Reviews,Neuroscience and Biobehavioral Reviews,Elsevier BV,0149-7634; 1873-7528,,,8.5,10.2,2025,3.06,Q1,319,8.3,2025
Frontiers in Human Neuroscience,Frontiers in Human Neuroscience,Frontiers Media,1662-5161,,,3.6,3.8,2025,0.908,Q1,180,3.26,2025
Journal of Contemporary Accounting and Economics,Journal of Contemporary Accounting & Economics,Elsevier BV,1815-5669; 2352-3298,A,2025,3.3,4.1,2025,0.801,Q2,46,4.18,2025
Journal of Risk and Financial Management,Journal of Risk and Financial Management,Multidisciplinary Digital Publishing Institute,1911-8074; 1911-8066,,,,,,0.506,Q2,69,3.55,2025
International Journal of Corporate Governance,International Journal of Corporate Governance,Inderscience Publishers,1754-3037; 1754-3045,B,2025,,,,,,,,
Applied Economics Letters,Applied Economics Letters,Taylor & Francis,1350-4851; 1466-4291,B,2025,1.4,1.4,2025,0.387,Q3,72,1.78,2025
Foundations and Trends in Finance,Foundations and Trends in Finance,Now Publishers,1567-2395; 1567-2409,B,2025,,,,6.641,Q1,26,8.5,2025
Journal of Economic Behavior and Organization,Journal of Economic Behavior & Organization,Elsevier BV,0167-2681; 1879-1751,A*,2025,2.7,3.0,2025,1.266,Q1,153,3.06,2025
Autonomous Agents and Multi-Agent Systems,Autonomous Agents and Multi-Agent Systems,Springer Science+Business Media,1387-2532; 1573-7454,,,2.4,2.9,2025,0.716,Q2,83,2.23,2025
IEEE Transactions on Automatic Control,IEEE Transactions on Automatic Control,Institute of Electrical and Electronics Engineers,0018-9286; 1558-2523; 2334-3303,,,7.0,7.2,2025,3.929,Q1,359,8.12,2025
Journal of Systems and Software,Journal of Systems and Software,Elsevier BV,0164-1212; 1873-1228,,,3.8,4.3,2025,0.95,Q1,141,5.88,2025
Annals of Mathematics and Artificial Intelligence,Annals of Mathematics and Artificial Intelligence,Springer Science+Business Media,1012-2443; 1573-7470,,,1.6,1.4,2025,0.323,Q3,64,1.42,2025
Journal of Time Series Analysis,Journal of Time Series Analysis,Wiley,0143-9782; 1467-9892,A,2025,1.2,1.2,2025,0.945,Q1,64,1.27,2025
Quantitative Finance,Quantitative Finance,Taylor & Francis,1469-7688; 1469-7696,A,2025,1.9,1.9,2025,0.762,Q1,93,2.17,2025
Empirical Economics,,Springer Science+Business Media,0377-7332; 1435-8921,A,2025,1.9,3.1,2025,0.617,Q1,78,2.28,2025
Essays in Honor of Joon Y. Park: Econometric Theory,Essays in Honor of Joon Y. Park: Econometric Theory,Emerald Publishing Limited,,,,,,,,,,,
Econometrics Journal,Econometrics Journal,Oxford University Press,1368-4221; 1368-423X,A*,2025,4.1,6.5,2025,6.123,Q1,53,6.11,2025
Econometric Reviews,Econometric Reviews,Taylor & Francis,0747-4938; 1532-4168,A,2025,1.0,1.7,2025,1.013,Q2,72,1.24,2025
Oxford Bulletin of Economics and Statistics,,Wiley,0305-9049; 1468-0084,A,2025,2.1,2.6,2025,0.971,Q1,93,2.18,2025
New Zealand Economic Papers,New Zealand Economic Papers,Taylor & Francis,0077-9954; 1943-4863,B,2025,0.6,,2025,0.235,Q3,17,0.76,2025
Econometrics,Econometrics,Multidisciplinary Digital Publishing Institute,2225-1146,B,2025,1.4,1.5,2025,0.363,Q3,28,1.85,2025
Econometric Theory,,Cambridge University Press,0266-4666; 1469-4360,A*,2025,0.6,1.1,2025,1.623,Q1,87,1.07,2025
Essays in Honor of Cheng Hsiao,Essays in Honor of Cheng Hsiao,Emerald Publishing Limited,,,,,,,,,,,
International Economic Review,International Economic Review,Wiley,0020-6598; 1468-2354,A*,2025,1.8,2.0,2025,2.751,Q1,105,1.73,2025
Statistics & Probability Letters,,Elsevier BV,0167-7152; 1879-2103,B,2025,0.7,0.8,2025,0.421,Q3,79,0.72,2025
Computational Statistics and Data Analysis,,Elsevier BV,0167-9473; 1872-7352,A,2025,1.7,2.1,2025,0.926,Q1,145,1.87,2025
Journal of Asian Economics,,Elsevier BV,1049-0078; 1873-7927,B,2025,3.6,3.7,2025,0.77,Q2,67,3.9,2025
Quantitative Economics,,Wiley,1759-7323; 1759-7331,A*,2025,2.3,2.9,2025,4.595,Q1,41,2.33,2025
Statistical Science,,Institute of Mathematical Statistics,0883-4237; 2168-8745,A,2025,6.6,6.2,2025,2.085,Q1,132,4.83,2025
Australian and New Zealand Journal of Statistics,,Wiley,1369-1473; 1467-842X,A,2025,0.5,0.8,2025,0.297,Q3,49,0.41,2025
The North American Journal of Economics and Finance,North American Journal of Economics and Finance,Elsevier BV,1062-9408; 1879-0860,B,2025,3.8,3.6,2025,0.812,Q2,73,4.69,2025
"Journal of Developing Areas, The","Journal of Developing Areas, The",Western Illinois University,0022-037X; 1548-2278,,,,,,,,,,
Accounting Auditing and Accountability Journal,"Accounting, Auditing & Accountability Journal",Emerald,0951-3574; 1368-0668; 1758-4205; 2051-3151,A*,2025,2.7,5.1,2025,1.574,Q1,136,4.12,2025
Accounting History Review,Accounting History Review,Informa UK Limited,2155-2851; 2155-286X,B,2025,0.8,0.9,2025,0.199,Q2,29,0.44,2025
Journal of the American Taxation Association,The Journal of the American Taxation Association,American Accounting Association,1558-8017; 0198-9073,A,2025,1.7,2.1,2025,1.218,Q1,36,2.2,2025
International Journal of Managerial Finance,International Journal of Managerial Finance,Emerald,1743-9132; 1758-6569,A,2025,2.7,2.7,2025,0.635,Q2,47,3.19,2025
Financial Accountability and Management,Financial Accountability and Management,Wiley,0267-4424; 1468-0408,A,2025,2.3,3.7,2025,1.136,Q1,58,4.33,2025
Dialnet (Universidad de la Rioja),Dialnet (Universidad de la Rioja),Universidad Internacional de La Rioja,,,,,,,,,,,
Strategic finance,Strategic finance,,1524-833X,,,,,,,,,,
PubMed,PubMed,National Institutes of Health,,,,,,,,,,,
Health Services Management Research,Health Services Management Research,SAGE Publishing,0951-4848; 1758-1044,C,2025,1.5,1.8,2025,0.553,Q2,43,1.42,2025
DigitalGeorgetown (Georgetown University Library),DigitalGeorgetown (Georgetown University Library),Center for Security and Emerging Technology,,,,,,,,,,,
Journal of International Financial Management and Accounting,Journal of International Financial Management and Accounting,Wiley,0954-1314; 1467-646X,A,2025,5.5,7.1,2025,1.639,Q1,55,6.94,2025
Managerial Finance,Managerial Finance,Emerald Publishing Limited,0307-4358; 1758-7743,B,2025,1.9,2.2,2025,0.555,Q2,56,3.42,2025
Journal of International Business Studies,Journal of International Business Studies,Palgrave Macmillan,0047-2506; 1478-6990,A*,2025,10.2,13.3,2025,4.454,Q1,254,10.07,2025
Applied Finance and Accounting,Applied Finance and Accounting,,2374-2410; 2374-2429,,,,,,,,,,
Journal of Rural Studies,Journal of Rural Studies,Elsevier BV,0743-0167; 1873-1392,,,5.7,6.8,2025,1.731,Q1,156,6.67,2025
Local Economy,Local Economy The Journal of the Local Economy Policy Unit,SAGE Publishing,0269-0942; 1470-9325,C,2025,1.9,2.2,2025,0.567,Q2,52,1.46,2025
Scottish Geographical Magazine,Scottish Geographical Magazine,Taylor & Francis,0036-9225,,,,,,,,,,
Quarterly economic commentary,Quarterly economic commentary,,0306-7866,,,,,,,,,,
Internal Medicine News,Internal Medicine News,Wiley,1097-8690,,,,,,,,,,
Public finance,Public finance,,0033-3476,,,,,,,,,,
ScholarSpace (University of Hawaii at Manoa),ScholarSpace (University of Hawaii at Manoa),University of Hawaiʻi at Mānoa,,,,,,,,,,,
European Journal of Operational Research,European Journal of Operational Research,Elsevier BV,0377-2217; 1872-6860,A*,2025,7.0,6.9,2025,2.373,Q1,333,8.17,2025
Managerial Auditing Journal,Managerial Auditing Journal,Emerald Publishing Limited,0268-6902; 1758-7735,A,2025,2.6,3.4,2025,0.676,Q1,83,3.39,2025
Asian Review of Accounting,Asian Review of Accounting,Emerald Publishing Limited,1321-7348; 1758-8863,B,2025,3.3,2.7,2025,0.556,Q2,38,4.6,2025
Accounting Education,Accounting Education,Taylor & Francis,0963-9284; 1468-4489,A,2025,2.5,3.8,2025,0.879,Q1,58,5.76,2025
Company and Securities Law Journal,Company and securities law journal,Thomson Reuters,0729-2775,A,2025,0.1,0.3,2025,,,,,
Accounting Perspectives,Accounting Perspectives,Wiley,1499-8653; 1911-382X; 1911-3838; 2816-301X,B,2025,1.1,2.2,2025,0.435,Q2,28,1.76,2025
International Journal of Auditing,International Journal of Auditing,Wiley,1090-6738; 1099-1123,A,2025,2.7,3.1,2025,0.681,Q1,42,3.19,2025
Journal of Studies in International Education,Journal of Studies in International Education,SAGE Publishing,1028-3153; 1552-7808,,,2.9,3.3,2025,0.894,Q1,87,3.56,2025
Accounting Historians Journal,Accounting Historians Journal,Academy of Accounting Historians,0148-4184; 2327-4468,B,2025,1.4,1.0,2025,0.256,Q1,29,0.62,2025
Journal of Management Information Systems,Journal of Management Information Systems,Taylor & Francis,0742-1222; 1557-928X,A*,2025,7.2,9.8,2025,3.154,Q1,189,7.15,2025
ASCILITE Publications,ASCILITE Publications,Australasian Society for Computers in Learning in Tertiary Education,2653-665X,,,,,,,,,,
The Science of The Total Environment,The Science of The Total Environment,Elsevier BV,0048-9697; 1879-1026,,,,,,2.043,Q1,439,9.01,2025
eScholarship (California Digital Library),eScholarship (California Digital Library),California Digital Library,,,,,,,,,,,
Cardinal Scholar (Ball State University),Cardinal Scholar (Ball State University),Ball State University,,,,,,,,,,,
Youth studies Australia,Youth studies Australia,,1038-2569; 1839-4914,,,,,,,,,,
"Journal of International Accounting, Auditing and Taxation",Journal of International Accounting Auditing and Taxation,Elsevier BV,1061-9518; 1879-1603,B,2025,3.7,3.8,2025,0.892,Q2,58,4.27,2025
Management control & accounting,Management control & accounting,Routledge,1386-3452,,,,,,,,,,
University of Groningen research database (University of Groningen / Centre for Information Technology),University of Groningen research database (University of Groningen / Centre for Information Technology),University of Groningen,,,,,,,,,,,
Journal of Information Technology Education: Research,Journal of Information Technology Education Research,Informing Science Institute,1539-3585; 1547-9706; 1547-9714,C,2025,3.8,3.6,2025,1.084,Q1,42,6.11,2025
International Education Studies,International Education Studies,Canadian Center of Science and Education,1913-9020; 1913-9039,,,,,,,,,,
OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),Office of Scientific and Technical Information,,,,,,,,,,,
Journal of Investing,The Journal of Investing,Euromoney Institutional Investor,1068-0896; 2168-8613,B,2025,0.4,0.5,2025,0.231,Q3,11,0.49,2025
Journal of Management,Journal of Management,SAGE Publishing,0149-2063; 1557-1211,A*,2025,10.0,17.0,2025,8.251,Q1,315,13.92,2025
International Review of Applied Economics,International Review of Applied Economics,Taylor & Francis,0269-2171; 1465-3486,B,2025,1.3,1.5,2025,0.479,Q2,56,1.91,2025
Journal of Behavioral Finance,Journal of Behavioral Finance,Routledge,1520-8834; 1532-7760; 1542-7560; 1542-7579,A,2025,1.7,2.2,2025,0.482,Q2,37,2.55,2025
Pacific Accounting Review,Pacific Accounting Review,Emerald Publishing Limited,0114-0582; 2041-5494,B,2025,2.1,2.3,2025,0.521,Q2,40,2.84,2025
Asia‐Pacific Economic History Review,Asia‐Pacific Economic History Review,Wiley,0004-8992; 1467-8446; 2832-157X,B,2025,0.5,0.5,2025,0.259,Q1,22,0.48,2025
Archivaria,Archivaria,Association of Canadian Archivists,0318-6954; 1923-6409,,,,,,0.285,Q2,35,0.73,2025
Sustainability,Sustainability,Multidisciplinary Digital Publishing Institute,2071-1050,,,4.1,4.2,2025,0.75,Q1,242,5.28,2025
BFuP - Betriebswirtschaftliche Forschung und Praxis,Betriebswirtschaftliche Forschung und Praxis,NWB Verlag,0340-5370,C,2025,0.2,0.2,2025,,,,,
Environment Science and Policy for Sustainable Development,Environment Science and Policy for Sustainable Development,Taylor & Francis,0013-9157; 1939-9154,,,3.6,4.2,2025,0.633,Q2,64,1.28,2025
Journal of Accountancy,Journal of accountancy online/Journal of accountancy,American Institute of Certified Public Accountants,0021-8448,C,2025,,,,,,,,
Journal of International Crisis and Risk Communication Research,Journal of International Crisis and Risk Communication Research,,2576-0017; 2576-0025,,,,,,,,,,
International Hospitality Review,FIU hospitality review,Florida International University School of Hospitality & Tourism Management,0739-7011,C,2025,,,,,,,,
Controlling,Controlling,C.H. Beck,0935-0381,,,,,,,,,,
Traffic Technology International,Traffic Technology International,Mark Allen Group,1356-9252; 2397-5970,,,,,,,,,,
China Journal of Accounting Research,China Journal of Accounting Research,Elsevier BV,1755-3091; 2214-1421,A,2025,5.4,5.6,2025,1.107,Q1,36,5.95,2025
Edelweiss Applied Science and Technology,Edelweiss Applied Science and Technology,,2576-8484,,,,,,0.15,Q4,14,0.74,2025
Australasian Journal of Educational Technology,Australasian Journal of Educational Technology,Australasian Society for Computers in Learning in Tertiary Education,1449-3098; 1449-5554,,,6.3,5.3,2025,1.788,Q1,82,8.63,2025
The Journal of Trading,The Journal of Trading,Euromoney Institutional Investor,1559-3967; 2168-8427,C,2025,,,,,,,,
ANZ Journal of Surgery,ANZ Journal of Surgery,Wiley,1445-1433; 1445-2197,,,1.5,1.7,2025,0.466,Q2,92,0.99,2025
Studies in Nonlinear Dynamics & Econometrics,Studies in Nonlinear Dynamics and Econometrics,De Gruyter,1081-1826; 1558-3708,A,2025,1.2,0.9,2025,0.411,Q2,38,1.14,2025
Colorectal Disease,Colorectal Disease,Wiley,1462-8910; 1463-1318,,,2.3,2.9,2025,0.957,Q2,115,1.35,2025
Journal of the American Geriatrics Society,Journal of the American Geriatrics Society,Wiley,0002-8614; 1532-5415,,,4.6,5.2,2025,1.711,Q1,282,3.41,2025
RBA Bulletin (Print copy discontinued),RBA Bulletin (Print copy discontinued),,,,,,,,,,,,
China Communications,China Communications,Institute of Electrical and Electronics Engineers,1673-5447,,,2.8,3.0,2025,0.84,Q1,76,3.23,2025
Telecommunications Journal of Australia,Telecommunications Journal of Australia,,0040-2486; 1835-4270,,,,,,,,,,
Frontiers of entrepreneurship research,Frontiers of entrepreneurship research,Springer Nature,0740-7416,,,,,,,,,,
The Journal of Asset Management,Journal of Asset Management,Palgrave Macmillan,1470-8272; 1479-179X,B,2025,1.7,2.1,2025,0.448,Q2,28,2.01,2025
Higher School of Economics Economic Journal,Higher School of Economics Economic Journal,,1813-8691; 1813-8705,,,,,,0.198,Q3,11,0.81,2025
Discrete Mathematics,Discrete Mathematics,Elsevier BV,0012-365X; 1872-681X,,,1.1,1.0,2025,0.782,Q1,94,1.11,2025
"AgEcon Search (University of Minnesota, USA)","AgEcon Search (University of Minnesota, USA)",University of Minnesota Rochester,,,,,,,,,,,
Australian Economic Papers,Australian Economic Papers,Wiley,0004-900X; 1467-8454,B,2025,1.3,1.3,2025,0.368,Q2,26,1.48,2025
Monash University,Monash University,,,,,,,,,,,,
The African finance journal,The African finance journal,Stellenbosch University,1605-9786,,,,,,0.141,Q4,8,0.71,2025
Multinational Finance Journal,Multinational Finance Journal,,1096-1879; 3087-9132,B,2025,,,,0.105,Q4,4,0.0,2025
DOAJ (DOAJ: Directory of Open Access Journals),DOAJ (DOAJ: Directory of Open Access Journals),,,,,,,,,,,,
Review of Pacific Basin Financial Markets and Policies,Review of Pacific Basin Financial Markets and Policies,World Scientific,0219-0915; 1793-6705,B,2025,0.3,0.5,2025,0.149,Q4,23,0.45,2025
Review of Asset Pricing Studies,The Review of Asset Pricing Studies,Oxford University Press,2045-9920; 2045-9939,A*,2025,1.3,4.5,2025,2.921,Q1,36,1.36,2025
Energy Economics,Energy Economics,Elsevier BV,0140-9883; 1873-6181,A*,2025,13.5,13.7,2025,3.448,Q1,252,14.6,2025
PLoS Biology,PLoS Biology,Public Library of Science,1544-9173; 1545-7885,,,6.9,8.1,2025,2.525,Q1,328,5.57,2025
Journal of Research in Personality,Journal of Research in Personality,Elsevier BV,0092-6566; 1095-7251,B,2025,3.4,3.9,2025,1.622,Q1,154,3.81,2025
Cognitive Science,Cognitive Science,Wiley,0364-0213; 1551-6709,,,2.5,2.8,2025,0.978,Q1,146,2.52,2025
Advances in Consumer Research,ACR North American Advances,Sheridan Books,0098-9258,B,2025,,,,0.112,Q4,32,0.09,2025
Obesity Research & Clinical Practice,Obesity Research & Clinical Practice,Elsevier BV,1871-403X; 1878-0318,,,2.4,3.0,2025,0.733,Q2,57,2.1,2025
Feminist Economics,Feminist Economics,Taylor & Francis,1354-5701; 1466-4372,A,2025,2.0,4.2,2025,0.954,Q1,80,2.99,2025
Review of Financial Economics,Review of Financial Economics,Elsevier BV,1058-3300; 1873-5924,B,2025,1.9,1.8,2025,0.326,Q3,49,1.8,2025
The American Economic Review,American Economic Review,American Economic Association,0002-8282; 1944-7981,A*,2025,9.5,18.5,2025,23.489,Q1,399,9.55,2025
Agenda: a journal of policy analysis and reform,Agenda - A Journal of Policy Analysis and Reform,ANU Press,1322-1833; 1447-4735,B,2025,,,,,,,,
The Journal of Portfolio Management,The Journal of Portfolio Management,Euromoney Institutional Investor,0095-4918; 2168-8656,A,2025,1.0,1.3,2025,0.449,Q2,67,1.05,2025
Resources and Technology,Resources and Technology,Petrozavodsk State University,2307-0048,,,,,,,,,,
Audit and Financial Analysis,Audit and Financial Analysis,,2618-9828; 2618-9836,,,,,,,,,,
Tourism Management,Tourism Management,Elsevier BV,0261-5177; 1879-3193,A*,2025,14.5,14.9,2025,4.496,Q1,296,19.63,2025
Annals of Economics and Finance,Annals of economics and finance,Peking University Press,1529-7373,C,2025,0.7,0.6,2025,0.195,Q4,29,0.55,2025
The Electronic Journal of Statistics,Electronic Journal of Statistics,Institute of Mathematical Statistics,1935-7524,A,2025,1.5,1.7,2025,1.204,Q1,68,1.45,2025
Asia-Pacific Financial Markets,Asia-Pacific Financial Markets,Springer Science+Business Media,1380-2011; 1387-2834; 1573-6946; 2213-1264,C,2025,2.3,2.1,2025,0.521,Q2,29,4.25,2025
Journal of Computational Finance,The Journal of Computational Finance,,1460-1559; 1755-2850,C,2025,0.7,0.9,2025,0.286,Q3,17,0.62,2025
The Journal of Fixed Income,The Journal of Fixed Income,Euromoney Institutional Investor,1059-8596; 2168-8648,A,2025,,,,0.611,Q2,18,0.23,2025
International Journal of Human Resource Management,The International Journal of Human Resource Management,Routledge,0958-5192; 1466-4399,A,2025,4.7,7.2,2025,2.058,Q1,158,7.07,2025
Emerging Markets Finance and Trade,Emerging Markets Finance and Trade,Taylor & Francis,1061-2009; 1540-496X; 1558-0938,B,2025,3.3,3.1,2025,0.747,Q1,72,3.94,2025
