journal_name,journal_raw,publisher,issn,quality_rank,abdc_edition,impact_factor,impact_factor_5yr,jcr_year,sjr,sjr_quartile,h_index,cites_per_doc_2y,scimago_year
Discrete Dynamics in Nature and Society,Discrete Dynamics in Nature and Society,Hindawi Publishing Corporation,1026-0226; 1607-887X,,,1.4,1.2,2025,0.316,Q3,57,1.57,2025
Journal of Comparative Economics,Journal of Comparative Economics,Elsevier BV,0147-5967; 1095-7227,A,2025,4.1,4.2,2025,1.666,Q1,116,4.48,2025
Emerging Markets Finance and Trade,Emerging Markets Finance and Trade,Taylor & Francis,1061-2009; 1540-496X; 1558-0938,B,2025,3.3,3.1,2025,0.747,Q1,72,3.94,2025
Global Finance Journal,Global Finance Journal,,1044-0283; 1873-5665,A,2025,5.2,5.2,2025,1.254,Q1,59,6.49,2025
Quarterly Review of Economics and Finance,The Quarterly Review of Economics and Finance,,1062-9769; 1878-4259,B,2025,3.4,3.2,2025,0.705,Q2,77,4.21,2025
Review of Pacific Basin Financial Markets and Policies,Review of Pacific Basin Financial Markets and Policies,,0219-0915; 1793-6705,B,2025,0.3,0.5,2025,0.149,Q4,23,0.45,2025
International Review of Economics & Finance,International Review of Economics and Finance,Elsevier BV,1059-0560; 1873-8036,A,2025,7.6,6.8,2025,1.485,Q1,101,8.27,2025
Neurosurg Focus,Neurosurg Focus,American Association of Neurological Surgeons,1092-0684,,,3.3,4.0,2025,0.957,Q1,135,3.09,2025
Journal of Economics and Finance Education,Journal of Economics and Finance Education,,1543-0464,C,2025,,,,,,,,
Journal of Banking and Finance - Law and Practice,Journal of Banking and Finance: Law and Practice,,1034-3040,A,2025,0.0,0.2,2025,,,,,
Journal of Applied Corporate Finance,Journal of Applied Corporate Finance,,1078-1196; 1745-6622; 1936-8216,A,2025,,,,,,,,
International Journal of Project Organisation and Management,International Journal of Project Organisation and Management,Inderscience Publishers,1740-2891; 1740-2905,,,,,,0.167,Q4,20,0.69,2025
Columbia University,Columbia University,,,,,,,,,,,,
The Geneva Papers on Risk and Insurance - Issues and Practice,Geneva Papers on Risk and Insurance: Issues and Practice,Palgrave Macmillan,1018-5895; 1468-0440,B,2025,1.3,2.1,2025,0.56,Q2,46,1.84,2025
Journal of Risk and Insurance,Journal of Risk and Insurance,Wiley,0022-4367; 1539-6975,A,2025,1.9,2.1,2025,1.248,Q1,78,2.23,2025
Japan and the World Economy,Japan and the World Economy,Elsevier BV,0922-1425; 1879-2006,B,2025,1.7,1.7,2025,0.637,Q1,45,1.85,2025
International Journal of Social Economics,International Journal of Social Economics,Emerald Publishing Limited,0306-8293; 1758-6712,B,2025,2.1,2.3,2025,0.569,Q2,60,3.56,2025
The World Economy,The World Economy,Wiley,0378-5920; 1467-9701,A,2025,3.0,3.0,2025,1.0,Q1,90,3.61,2025
Annual Review of Financial Economics,Annual Review of Financial Economics,Annual Reviews,1941-1367; 1941-1375,B,2025,4.1,8.0,2025,8.229,Q1,56,4.25,2025
The Economic Journal,The Economic Journal,Oxford University Press,0013-0133; 1468-0297; 1742-0350,A*,2025,3.3,4.7,2025,5.181,Q1,205,3.57,2025
NBER Working Paper Series,NBER Working Paper Series,National Bureau of Economic Research,,,,,,,,,,,
Applied Financial Economics,Applied Financial Economics,Chapman and Hall London,0960-3107; 1466-4305,B,2025,,,,,,,,
European Journal of Dental Education,European Journal of Dental Education,Wiley,1396-5883; 1600-0579,,,2.9,3.0,2025,0.648,Q1,61,2.9,2025
Studies in Computational Intelligence,Studies in Computational Intelligence,Springer Nature,1860-949X; 1860-9503,,,,,,0.184,Q4,100,1.19,2025
International Finance Review,International Finance Review,,1569-3767; 1875-5437,,,,,,,,18,1.08,2025
Physica A Statistical Mechanics and its Applications,Physica A Statistical Mechanics and its Applications,Elsevier BV,0378-4371; 1873-2119,,,3.3,2.9,2025,0.647,Q2,202,3.59,2025
International Journal of Accounting and Financial Reporting,International Journal of Accounting and Financial Reporting,Macrothink Institute,2162-3082,,,,,,,,,,
Composite Structures,Composite Structures,Elsevier BV,0263-8223; 1879-1085,,,7.8,7.2,2025,1.66,Q1,226,8.7,2025
Cochrane Database of Systematic Reviews,Cochrane Database of Systematic Reviews,Elsevier BV,1361-6137; 1464-780X; 1465-184X; 1465-1858; 1469-493X,,,11.1,10.8,2025,1.67,Q1,359,5.29,2025
Journal of Accounting and Management Information Systems (JAMIS),Journal of Accounting and Management Information Systems,Bucharest Academy of Economic Studies,1583-4387,C,2025,,,,,,,,
QUT Business School,QUT Business School,,,,,,,,,,,,
Analysis & Policy Observatory,Analysis & Policy Observatory,,,,,,,,,,,,
Economic Systems,Economic Systems,Elsevier BV,0939-3625; 1878-5433,B,2025,3.1,3.2,2025,0.767,Q2,64,3.66,2025
Energy Journal,The Energy Journal,SAGE Publishing,0195-6574; 1944-9089,A,2025,2.8,2.7,2025,0.856,Q2,99,3.11,2025
International Business & Economics Research Journal (IBER),International Business & Economics Research Journal (IBER),Clute Institute,1535-0754; 2157-9393,,,,,,,,,,
RMIT Research Repository (RMIT University Library),RMIT Research Repository (RMIT University Library),RMIT University,,,,,,,,,,,
Journal of Cross-Cultural Psychology,Journal of Cross-Cultural Psychology,SAGE Publishing,0022-0221; 1552-5422,A,2025,3.6,4.4,2025,1.378,Q1,143,3.71,2025
