researcher_id,researcher_name,publication_id,relationship_source,researcher_match_method,researcher_match_confidence,requires_review,review_reason
uwa-finance-009,Joey Yang,uwa-pub-e74e54ec93e22fbd,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-0dc725ee6962aa79,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-0dc725ee6962aa79,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-020e7eca0ce3af6e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-020e7eca0ce3af6e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-41e324df8ba3f528,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-31b40a461abd09b6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-31b40a461abd09b6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-eadffc25e9e114db,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-022,Yihui Lan,uwa-pub-eadffc25e9e114db,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-3ed174c58166c237,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-193c4917058a8e6d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-193c4917058a8e6d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-872afff0db98c553,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-872afff0db98c553,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-5b5e113027fca690,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-fcfa840aaa2d6945,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-3ac774d8a7ddff12,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-3ac774d8a7ddff12,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-affb92724ad7e797,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-affb92724ad7e797,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-59ec50b79b0879ca,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-2890221cb0d76639,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-5a0227ceb53d8883,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-5a0227ceb53d8883,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-43f0cdbffdbd20ef,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-204ac9ef493daef3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-204ac9ef493daef3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-a812ac173181f67f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-a812ac173181f67f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-9c2ed4b20e8fbfe9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-3a9a360343f559c3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-3a9a360343f559c3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-0bb07f8545466576,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-73d873b2e6e5158a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-73d873b2e6e5158a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-ce1c1875b451e392,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-c821b11319e4968c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-c821b11319e4968c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-8ef6df9d397f75ea,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-8ef6df9d397f75ea,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-93facebf41921627,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-93facebf41921627,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-7c9edf2e10f2f172,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-625b386dfed67070,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-7ccc12c01d6fc84f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-fd071914ffe29500,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-015,Paul Gerrans,uwa-pub-fd071914ffe29500,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-199f7d46824e2a84,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-b45bc7857705f80c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-fa5ed13be441dc54,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-815f7d152c5f9e81,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-c137ce8e0b6fc1e6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-bdc0e26be9aedad1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-bdc0e26be9aedad1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-324714ce09b2063c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-324714ce09b2063c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-8e328a08bc3a849a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-8e328a08bc3a849a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-604ff6ed9d3a8bfc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-072943156a56f1c0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-90c885b273393424,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-1af360ecce82b7c8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-7fa92b64de97cc58,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-2701cf13b48fc8f8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-48d5fbe2dca10478,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-f8859df89c1f3108,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-c09355037b2ca691,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-91e6583ceee5b818,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-cb0388b67873cb79,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-aa7c99e520cf72c7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-1a82b5fd4eae0cc8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-6c47946123ae3a63,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-f945d140d1e54863,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-2fcedd10c40880f3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-85b42b2d9f896d78,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-061348672622221d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-d0fccd4f5efcb43c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-74b66b83aa3198a2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-89bc7a4378b450ae,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-eb760bd75ff4e16e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-0da19920fc824854,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-cc49500410710657,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-a1ba183e410ea7ba,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-fd7d3eef3938617a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-55151a2c9069a4b3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-345ee5910cd9ddf0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-9b7d3f65ad314e7d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-1c90e0a6606766f0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-6d45ae47a496cb0d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-8f5de8645152f8a2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-ed218b2251c7a022,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-a7e8e9be74a994e7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-4ed4e303f13b74d4,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-21cef219f48fb428,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-8f56fa3ec3783f8f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-ca43a09c6be57534,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-003,Dirk Baur,uwa-pub-41f28b419a368553,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-23960fa841f5874f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-f37a0d0072f4efc1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-a0930c786f29c8a9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-a0930c786f29c8a9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-3dc5b4b0cde8a0d2,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-5c0538daddf83755,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-9f051c4b348b8db4,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-5eca69434c63eac0,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-988c44ed597b1d57,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-81bf48f6de9e2da3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-81bf48f6de9e2da3,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-48f3038acddced57,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-012,Lai Hoang,uwa-pub-48f3038acddced57,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-4a70bf5a5a066c16,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-4a70bf5a5a066c16,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-e7ab62f10302bd92,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-32da3c431154bb06,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-593746f322ee1d20,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-bfd8256522907bd6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-bfd8256522907bd6,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-0ff9bd683d7dc19d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-f874b5116ea75677,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-d70d3c7ca05b301c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-911855553627d595,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-adc1d0cd5d41cbce,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-26a084fd7197d4b9,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-305135742c60fe4e,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-0ab1998f9f9211ec,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-f11e5daabd445f5a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-955809256618e7e7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-1e39c7e9f870735f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-822f22c607e00f4a,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-2618638e4263f9bf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-daeecac9259f277d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-12886e3526aef021,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-d99263d7b2e00928,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-3f254a7abd6b3e3c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-f37d20fb47a34018,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-8e57899f3ef9ebc8,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-f51bb3cbe93d9192,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-6ef94184acbc1335,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-cf57b62bbeb433dc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-446debd0e39cdffa,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-a70ad5c53ec278bf,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-59fbcbe90f5bf567,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-b635588497035acc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-280cfd0bfcfff558,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-004,Duc Vo,uwa-pub-215860e20976bc71,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-7f657329d1bc3116,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-a9b10be325751255,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-5fd20224cc09230d,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-98148f40f3fb2d31,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-889fd978887d4984,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-eef3a1c5499c3836,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-345dd396da56d238,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-0b0a00bb2448f26b,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-005,Elizabeth Ooi,uwa-pub-b3b0f3c6ced04bbc,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-006,Farhan Shazia,uwa-pub-2851081795831c20,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-006,Farhan Shazia,uwa-pub-2e90d12ed0d61e7c,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-006,Farhan Shazia,uwa-pub-c89af5cc9e389260,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-4180a942021a78ed,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-1537971180cdf231,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-2f08fc0a95fc6f33,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-7f95d5954a580ca5,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-20749c4b1f0eedf7,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-7d36706993d83b8f,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-c3b696acc0161b83,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-54fde57729bc9bfa,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-5fb1c89df6e66ee1,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-fd695141c3c948ff,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-013,Lee Smales,uwa-pub-fd695141c3c948ff,official personal Pure publications feed,profile_feed_membership,high,false,
uwa-finance-007,Frank Liu,uwa-pub-2c8f13a263441a73,official personal Pure publications feed,profile_feed_membership,high,false,
