researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,volume,pages,publisher,abdc_self_reported,citation_percentile,source
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Idiosyncratic volatility,Finance Research Letters,2026,Journal articles,10.1016/j.frl.2025.109410,http://dx.doi.org/10.1016/j.frl.2025.109410,Feldman D; Kang CM; Zhao Y,92,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Politically Motivated Corporate Decisions as Tournament Participation/Inclusion Games,Journal of Corporate Finance,2021,Journal articles,10.1016/j.jcorpfin.2021.101883,http://dx.doi.org/10.1016/j.jcorpfin.2021.101883,Feldman D; Kang C-M; Li J; Saxena K,67,pp. 101883,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,"Gender Competitiveness and Predictability, and Prize Money in Grand Slam Tennis Tournaments",Quarterly Journal of Finance,2020,Journal articles,10.1142/S2010139220500068,http://dx.doi.org/10.1142/S2010139220500068,Feldman D; Gross S; Long Y,10,pp. 2050006,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Is the Active Fund Management Industry Concentrated Enough?,Journal of Financial Economics,2020,Journal articles,10.1016/j.jfineco.2019.08.009,http://dx.doi.org/10.1016/j.jfineco.2019.08.009,Feldman D; Saxena K; Xu J,136,pp. 23 - 43,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Contrarians or Momentum Chasers? Individual Investors’ Behavior when Trading exchange-traded funds,The Journal of Futures Markets,2019,Journal articles,10.1002/fut.21979,http://dx.doi.org/10.1002/fut.21979,Da Dalt C; Feldman D; Garvey G; Westerholm J,39,pp. 553 - 578,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Equilibrium-Based Volatility Models of the Market Portfolio Rate of Return (Peacock Tails or Stotting Gazelles),Annals of Operations Research,2018,Journal articles,10.1007/s10479-015-1972-8,http://dx.doi.org/10.1007/s10479-015-1972-8,Feldman D; Xin X,262,pp. 493 - 518,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Non-Transferable non-hedgeable executive stock option pricing,Journal of Economic Dynamics and Control,2015,Journal articles,10.1016/j.jedc.2015.02.002,http://dx.doi.org/10.1016/j.jedc.2015.02.002,Colwell DB; Feldman D; Hu W,53,pp. 161 - 191,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Pricing Under Noisy Signaling,Review of Quantitative Finance and Accounting,2015,Journal articles,10.1007/s11156-014-0442-8,http://dx.doi.org/10.1007/s11156-014-0442-8,Feldman D; Trzcinka C; Winer RS,45,pp. 435 - 454,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Linear Beta Pricing with Inefficient Benchmarks,Quarterly Journal of Finance,2013,Journal articles,10.1142/S2010139213500043,http://dx.doi.org/10.1142/S2010139213500043,Diacogiannis G; Feldman D,3,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Incomplete Information Equilibria:  Separation Theorems and Other Myths,Annals of Operations Research,2007,Journal articles,,,Feldman D,151,pp. 119 - 149,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Mortgage Default:  Classification Trees Analysis,Journal of Real Estate Finance and Economics,2005,Journal articles,,,Feldman D; Gross S,30,pp. 369 - 396,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Forum Selection in International Business Contracts:  Home Bias Portfolio Puzzle and Managerial Moral Hazard,Review of Quantitative Finance and Accounting,2004,Journal articles,10.1023/B:REQU.0000025761.14094.70,http://dx.doi.org/10.1023/B:REQU.0000025761.14094.70,Bar Niv M; Feldman D,22,pp. 219 - 232,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Separating Signaling Equilibria Under Random Relations Between Costs and Attributes:  Continuum of Attributes,Mathematical Social Sciences,2004,Journal articles,10.1016/j.mathsocsci.2003.12.004,http://dx.doi.org/10.1016/j.mathsocsci.2003.12.004,Feldman D; Winer RS,48,pp. 81 - 91,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Separating Signaling Equilibria Under Random Relations Between Costs and Attributes:  Discrete Attributes,Mathematical Social Sciences,2004,Journal articles,10.1016/j.mathsocsci.2003.12.002,http://dx.doi.org/10.1016/j.mathsocsci.2003.12.002,Feldman D,48,pp. 93 - 101,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Signaling-Screening Equilibrium in the Mortgage Market,Journal of Real Estate Finance and Economics,2003,Journal articles,10.1023/A:1022926724657,http://dx.doi.org/10.1023/A:1022926724657,Ben-Shahar D; Feldman D,26,pp. 157 - 178,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Simple Construction of the Efficient Frontier,European Financial Management,2003,Journal articles,10.1111/1468-036X.00218,http://dx.doi.org/10.1111/1468-036X.00218,Feldman D; Reisman H,9,pp. 251 - 259,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The Term Structure of Interest Rates:  Bounded or Falling?,Review of Finance,2003,Journal articles,10.1023/A:1022510926704,http://dx.doi.org/10.1023/A:1022510926704,Feldman D,7,pp. 103 - 113,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The Value of the Rent Control Option,Journal of Real Estate Finance and Economics,2002,Journal articles,10.1023/A:1013982321571,http://dx.doi.org/10.1023/A:1013982321571,Ben-Shahar D; Feldman D; Greenberg D,24,pp. 89 - 101,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Production and the Real Rate of Interest:  A Sample Path Equilibrium,Review of Finance,2002,Journal articles,10.1023/A:1020187803012,http://dx.doi.org/10.1023/A:1020187803012,Feldman D,6,pp. 247 - 275,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Production and the Real Rate of Interest: A Sample Path Equilibrium,Review of Finance,2001,Journal articles,10.1023/A:1013817632247,http://dx.doi.org/10.1023/A:1013817632247,Feldman D,5,pp. 239 - 267,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,European Options on Bond Futures - A Closed Form Solution,Journal of Futures Markets,1993,Journal articles,10.1002/fut.3990130308,http://dx.doi.org/10.1002/fut.3990130308,Feldman D,13,pp. 325 - 333,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,"Logarithmic Preferences, Myopic Decisions, and Incomplete Information",Journal of Financial and Quantitative Analysis,1992,Journal articles,10.2307/2331144,http://dx.doi.org/10.2307/2331144,Feldman D,27,pp. 619 - 629,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The Term Structure of Interest Rates in a Partially Observable Economy,The Journal of Finance,1989,Journal articles,10.2307/2328783,http://dx.doi.org/10.2307/2328783,Feldman D,44,pp. 789 - 789,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The Term Structure of Interest-Rates in a Partially Observable Economy,The Journal of Finance,1989,Journal articles,10.2307/2328783,http://dx.doi.org/10.2307/2328783,Feldman D,44,pp. 789 - 812,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Equilibrium Interest Rates and Multiperiod Bonds in a Partially Observable Economy,The Journal of Finance,1986,Journal articles,10.2307/2328441,http://dx.doi.org/10.2307/2328441,Dothan MU; Feldman D,41,pp. 369 - 369,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Optimal Portfolio Choice Under Incomplete Information - Discussion,The Journal of Finance,1986,Journal articles,10.1111/j.1540-6261.1986.tb04539.x,http://dx.doi.org/10.1111/j.1540-6261.1986.tb04539.x,Feldman D,41,pp. 746 - 749,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Mortgage Default: Classification Trees Analysis,,2005,Preprints,10.2139/ssrn.659881,http://dx.doi.org/10.2139/ssrn.659881,Feldman D; Gross S,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Separating Signaling Equilibria Under Random Relations between Costs and Attributes: Continuum of Attributes,,2004,Preprints,10.2139/ssrn.487262,http://dx.doi.org/10.2139/ssrn.487262,Feldman D; Winer RS,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Separating Signaling Equilibria Under Random Relations between Costs and Attributes: Discrete Attributes,,2004,Preprints,10.2139/ssrn.486563,http://dx.doi.org/10.2139/ssrn.486563,Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Signaling-Screening Equilibrium in the Mortgage Market,,2002,Preprints,10.2139/ssrn.295423,http://dx.doi.org/10.2139/ssrn.295423,Ben-Shahar D; Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Production and the Real Rate of Interest: A Sample Path Equilibrium,,2002,Preprints,10.2139/ssrn.291022,http://dx.doi.org/10.2139/ssrn.291022,Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The Term Structure of Interest Rates: Bounded or Falling,,2002,Preprints,10.2139/ssrn.329261,http://dx.doi.org/10.2139/ssrn.329261,Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Forum Selection in International Business Contracts: Home Bias Portfolio Puzzle and Managerial Moral Hazard,,2001,Preprints,10.2139/ssrn.291339,http://dx.doi.org/10.2139/ssrn.291339,Bar-Niv M; Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Simple Construction of the Efficient Frontier,,2001,Preprints,10.2139/ssrn.291654,http://dx.doi.org/10.2139/ssrn.291654,Feldman D; Reisman H,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,"Information, Insider Trading, Executive Reload Stock Options, Incentives, and Regulation",,,Preprints,10.2139/ssrn.3329078,http://dx.doi.org/10.2139/ssrn.3329078,Colwell DB; Feldman D; Hu W,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Non-Transferable Non-Hedgeable Executive Stock Option Pricing,,,Preprints,10.2139/ssrn.2325601,http://dx.doi.org/10.2139/ssrn.2325601,Colwell DB; Feldman D; Hu W,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Non-Transferable Non-Hedgeable Executive Stock Options Pricing,,,Preprints,10.2139/ssrn.2446385,http://dx.doi.org/10.2139/ssrn.2446385,Colwell DB; Feldman D; Hu W,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Linear Beta Pricing with Inefficient Benchmarks,,,Preprints,10.2139/ssrn.893702,http://dx.doi.org/10.2139/ssrn.893702,Diacogiannis G; Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The CAPM Relation for Inefficient Portfolios,,,Preprints,10.2139/ssrn.1107153,http://dx.doi.org/10.2139/ssrn.1107153,Diacogiannis G; Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,"Gender Competitiveness and Predictability, and Prize Money in Grand Slam Tennis Tournaments",,,Preprints,10.2139/ssrn.3496520,http://dx.doi.org/10.2139/ssrn.3496520,Feldman D; Gross S; Long Y,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Minimal Dynamic Equilibria,,,Preprints,10.2139/ssrn.3146670,http://dx.doi.org/10.2139/ssrn.3146670,Feldman D; Leisen DPJ,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Politically Motivated Corporate Decisions: Evidence from China,,,Preprints,10.2139/ssrn.2738946,http://dx.doi.org/10.2139/ssrn.2738946,Feldman D; Li J; Saxena K,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,The International Active Fund Management Industry: Concentration Cross Effects,,,Preprints,10.2139/ssrn.3330131,http://dx.doi.org/10.2139/ssrn.3330131,Feldman D; Saxena K; Xu J,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Pricing Under Noisy Signaling,,,Preprints,10.2139/ssrn.2408905,http://dx.doi.org/10.2139/ssrn.2408905,Feldman D; Trzcinka C; Winer RS,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Endogenous Dynamic Concentration of the Active Fund Management Industry,,,Preprints,10.2139/ssrn.3948277,http://dx.doi.org/10.2139/ssrn.3948277,Feldman D; Xu J,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Fund Flows and Performance Under Dynamic Unobservable Managing Ability,,,Preprints,10.2139/ssrn.3719953,http://dx.doi.org/10.2139/ssrn.3719953,Feldman D; Xu J,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Is the Market Portfolio Efficient?,,,Preprints,10.2139/ssrn.2316144,http://dx.doi.org/10.2139/ssrn.2316144,Feldman D; Xu X,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Transaction Size and Effective Spread: An Informational Relationship,,,Preprints,10.2139/ssrn.1249440,http://dx.doi.org/10.2139/ssrn.1249440,Henker T; Kohn R; Xia Y; Feldman D,,,,,,UNSW staff profile
David Feldman,https://www.unsw.edu.au/staff/david-feldman,UNSW Sydney,Finance,Executive Stock Options Pricing with Free Wealth Weights and Continuous Partial Exercise: An Analytic Constrained Portfolio Optimization/Stochastic Discount Factor Approach,,,Preprints,10.2139/ssrn.1915797,http://dx.doi.org/10.2139/ssrn.1915797,Hu W; Colwell DB; Feldman D,,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Getting Physical: The Foundations of Climate Evidence in Accounting,Accounting Horizons,2026,Journal articles,10.2308/horizons-2024-129,http://dx.doi.org/10.2308/horizons-2024-129,Fiedler T; Pitman AJ; Perkins-Kirpatrick S,,pp. 1 - 19,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Storylines: A science-based method for assessing and measuring future physical climate-related financial risk,Accounting and Finance,2025,Journal articles,10.1111/acfi.13295,http://dx.doi.org/10.1111/acfi.13295,Fiedler T; Wood N; R Grose M; J Pitman A,65,pp. 1908 - 1931,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,"Projecting, infrastructuring and calculating: From an In vitro to an In vivo carbon market",Accounting Organizations and Society,2024,Journal articles,10.1016/j.aos.2024.101549,http://dx.doi.org/10.1016/j.aos.2024.101549,Chua WF; Fiedler T; Boedker C,112,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Linking physical climate risk with mandatory business risk disclosure requirements,Environmental Research Letters,2024,Journal articles,10.1088/1748-9326/ad4377,http://dx.doi.org/10.1088/1748-9326/ad4377,Pitman AJ; Saribatir E; Greenhill C; Green S; Pitman SJ; Fiedler T,19,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,The Visibility of Climate-Related Disclosures by Large Australian Companies,Australian Accounting Review,2024,Journal articles,10.1111/auar.12433,http://dx.doi.org/10.1111/auar.12433,Yang P; Fiedler T; Free C,34,pp. 265 - 282,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Engaging with matters that matter: a cross-cultural journey into the financialization of climate change effects,Qualitative Research in Accounting and Management,2023,Journal articles,10.1108/QRAM-01-2022-0002,http://dx.doi.org/10.1108/QRAM-01-2022-0002,Chua WF; Fiedler T,20,pp. 92 - 116,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Net-zero targets for investment portfolios: An analysis of financed emissions metrics,Energy Economics,2023,Journal articles,10.1016/j.eneco.2023.106917,http://dx.doi.org/10.1016/j.eneco.2023.106917,Fraser A; Fiedler T,126,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,"A pragmatic authenticity assessment of lemon (Citrus limon [L.] Burm.f.) juices by its profile of coumarins, psoralens, and polymethoxyflavones",FOOD CONTROL,2023,Journal articles,10.1016/j.foodcont.2022.109529,http://dx.doi.org/10.1016/j.foodcont.2022.109529,Jungen M; Dragicevic N; Rodriguez-Werner M; Schmidt S; Dinis K; Tsamba L; Jamin E; Fiedler T; Fischbach N; Steingass CB; Camel V; Schweiggert R,146,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Acute climate risks in the financial system: examining the utility of climate model projections,Environmental Research Climate,2022,Journal articles,10.1088/2752-5295/ac856f,http://dx.doi.org/10.1088/2752-5295/ac856f,Pitman AJ; Fiedler T; Ranger N; Jakob C; Ridder N; Perkins-Kirkpatrick S; Wood N; Abramowitz G,1,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Seduction as control: Gamification at Foursquare,Management Accounting Research,2021,Journal articles,10.1016/j.mar.2021.100765,http://dx.doi.org/10.1016/j.mar.2021.100765,Chapman C; Chua WF; Fiedler T,53,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Business risk and the emergence of climate analytics,Nature Climate Change,2021,Journal articles,10.1038/s41558-020-00984-6,http://dx.doi.org/10.1038/s41558-020-00984-6,Fiedler T; Pitman AJ; Mackenzie K; Wood N; Jakob C; Perkins-Kirkpatrick SE,11,pp. 87 - 94,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Model-based energy and uncertainty analysis of membrane bioreactor to treat PVC production site wastewater,BIOCHEMICAL ENGINEERING JOURNAL,2018,Journal articles,10.1016/j.bej.2017.10.015,http://dx.doi.org/10.1016/j.bej.2017.10.015,Hu K; Fiedler T; Blanco L; Geissen S-U; Prieto D; Blanco A; Negro C; Swinnen N,129,pp. 7 - 15,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Model-based performance and energy analyses of reverse osmosis to reuse wastewater in a PVC production site,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,2017,Journal articles,10.1080/10934529.2017.1356194,http://dx.doi.org/10.1080/10934529.2017.1356194,Hu K; Fiedler T; Blanco L; Geissen S-U; Zander S; Prieto D; Blanco A; Negro C; Swinnen N,52,pp. 1218 - 1225,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Fruit Pectin in Pineapple Juice Detection by Cavity Ring-Down Spectroscopy,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,2016,Journal articles,,,Bertheau C; Beer C; Fiedler T; Hofsommer M; Kroh LW,112,pp. 393 - 397,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Still of great Interest today: the Maillard Reaction,DEUTSCHE LEBENSMITTEL-RUNDSCHAU,2012,Journal articles,,,Fiedler T,108,pp. 79 - 82,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Formation of discrete molecular size domains of melanoidins depending on the involvement of several α-dicarbonyl compounds:: Part 2,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,2007,Journal articles,10.1007/s00217-006-0442-6,http://dx.doi.org/10.1007/s00217-006-0442-6,Fiedler T; Kroh LW,225,pp. 473 - 481,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,The formation of colored compounds in technical sucrose solutions - new knowledge about their molecular basics and molecular size distribution,ZUCKERINDUSTRIE,2007,Journal articles,,,Kroh LW; Fiedler T; Wagner J,132,pp. 25 - 32,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Simplified Kinetics and Colour Formation in Sucrose Solutions Based on A-Dicarbonyl Compounds,INTERNATIONAL JOURNAL OF FOOD ENGINEERING,2007,Journal articles,10.2202/1556-3758.1250,http://dx.doi.org/10.2202/1556-3758.1250,Smejkal Q; Fiedler T; Kurz T; Kroh L,3,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Influence of α-dicarbonyl compounds to the molecular weight distribution of melanoidins in sucrose solutions:: part 1,EUROPEAN FOOD RESEARCH AND TECHNOLOGY,2006,Journal articles,10.1007/s00217-006-0277-1,http://dx.doi.org/10.1007/s00217-006-0277-1,Fiedler T; Moritz T; Kroh LW,223,pp. 837 - 842,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Highly efficient white organic light-emitting diode,APPLIED PHYSICS LETTERS,2006,Journal articles,10.1063/1.2186080,http://dx.doi.org/10.1063/1.2186080,Krummacher BC; Choong VE; Mathai MK; Choulis SA; So F; Jermann F; Fiedler T; Zachau M,88,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Controlled structuring of mica surfaces with the tip of an atomic force microscope by mechanically induced local etching,SURFACE AND INTERFACE ANALYSIS,2004,Journal articles,10.1002/sia.1690,http://dx.doi.org/10.1002/sia.1690,Müller M; Fiedler T; Gröger R; Koch T; Walheim S; Obermair C; Schimmel T,36,pp. 189 - 192,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Disclosure &amp; risk management,,2021,Preprints,10.33774/coe-2021-1g1f3,http://dx.doi.org/10.33774/coe-2021-1g1f3,Beunza D; Henshaw K; Agarwala M; Perkins-Kirkpatrick S; Battiston S; Fiedler T; Zhu W; Bugden E; Sannapureddy M; Trecroci C,,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Steady-state modeling of the biodegradation performance of a multistage moving bed biofilm reactor (MBBR) used for on-site greywater treatment,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2017,Conference Papers,10.1007/s11356-018-3984-9,http://dx.doi.org/10.1007/s11356-018-3984-9,Jabri KM; Fiedler T; Saidi A; Nolde E; Ogurek M; Geissen S-U; Bousselmi L,,pp. 19047 - 19062,SPRINGER HEIDELBERG,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,The reframing of a liability as an asset: How a 'compromised' market (the Australian carbon tax) was crafted and won,,2015,Conference Papers,,,Boedker C; Fiedler T; Chua WF,,,,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Energy Management Systems according to the ISO 50001 Standard - Challenges and Benefits,2012 INTERNATIONAL CONFERENCE ON APPLIED AND THEORETICAL ELECTRICITY (ICATE),2012,Conference Papers,,,Fiedler T; Mircea P-M,,,IEEE,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,α-dicarbonyl compounds -: Key intermediates for the formation of carbohydrate-based melanoidins,MAILLARD REACTION: RECENT ADVANCES IN FOOD AND BIOMEDICAL SCIENCES,2007,Conference Papers,10.1196/annals.1433.058,http://dx.doi.org/10.1196/annals.1433.058,Kroh LW; Fiedler T; Wagner J,,pp. 210 - 215,BLACKWELL PUBLISHING,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Long-term quality of diabetes control in patients with diabetes mellitus after treatment in a rural hospital without highly specialised diabetes unit.,DIABETOLOGIA,2003,Conference Papers,,,Fiedler T; Müller UA; Schiel R,,pp. A439 - A439,SPRINGER-VERLAG,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Nanostructuring of calcite surfaces by tribomechanical etching with the tip of an atomic force microscope,FUNDAMENTALS OF TRIBOLOGY AND BRIDGING THE GAP BETWEEN THE MACRO-AND MICRO/NANOSCALES,2000,Conference Papers,,,Müller M; Fiedler T; Schimmel T,,pp. 487 - 494,SPRINGER,,,UNSW staff profile
Tanya Fiedler,https://www.unsw.edu.au/staff/tanya-fiedler,UNSW Sydney,Accounting,Events-Effects: How Matter Affects Accounting Measurement Differentially,,,Preprints,10.2139/ssrn.4086953,http://dx.doi.org/10.2139/ssrn.4086953,Fiedler T; Boedker C; Wai Fong C,,,,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Pacific rim futures markets and their intertemporal relationships,Advances in Pacific Basin Financial Markets (2000),2000,Book Chapters,,,Fong KY; Zurbrugg R,,pp. 197 - 220,JAI Press Inc,,,UNSW staff profile
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Regulating Inattention in Fee-based Financial Advice,,2024,Journal articles,10.2139/ssrn.4926550,http://dx.doi.org/10.2139/ssrn.4926550,Edelen RM; Fong K; Han J,,,,,,UNSW staff profile
