espace_id,name,journal_name,title,year,author_count,authors,quality_rank,sjr_quartile,doi,article_url,link,source,citation_percentile,cited_by_count,fwci,university,field_of_research,researcher_id,publication_id,issn,eissn,item_type,publication_status,abdc_match_method,abdc_match_status,harvested_at
uwa-accounting-004,David Gilchrist,,Costing & Pricing for Human Services Framework: A Component of the Human Services Costing & Pricing Resource Package,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-for-human-services-framework-a-component-of-t/,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-for-human-services-framework-a-component-of-t/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,costing-amp-pricing-for-human-services-framework-a-component-of-t,,,Research output: Working paper,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Costing & Pricing Modelling Handbook: A Component of the Human Services Costing & Pricing Resource Package,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-modelling-handbook-a-component-of-the-human-s/,https://research-repository.uwa.edu.au/en/publications/costing-amp-pricing-modelling-handbook-a-component-of-the-human-s/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,costing-amp-pricing-modelling-handbook-a-component-of-the-human-s,,,Research output: Working paper,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,Third Sector Review,Editorial - Third Sector Review,2025,1,David Gilchrist,C,,,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-3/,https://research-repository.uwa.edu.au/en/publications/editorial-third-sector-review-3/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,editorial-third-sector-review-3,1323-9163,,Research output: Contribution to journal › Editorial › peer-review,Published - 19 Dec 2025,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Single Product Model,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-single-produc/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-single-produc/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-single-produc,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Training Video 1 - Introduction,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-training-vide/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-training-vide/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-training-vide,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Video 2 - Costing & Pricing Governance,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-2-costi/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-2-costi/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-video-2-costi,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Video 3 - The Nature of Costing,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-3-the-n/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-3-the-n/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-video-3-the-n,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Video 4 - The MS Excel Costing Models,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-4-the-m/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-4-the-m/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-video-4-the-m,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resource Package: Video 5 - Costing & Government Procurement,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-5-costi/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resource-package-video-5-costi/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resource-package-video-5-costi,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services Costing & Pricing Resources Package: Service Provider Model,2025,4,David Gilchrist; Zoe Callis; Paul Flatau; Leanne Lester,,,,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resources-package-service-prov/,https://research-repository.uwa.edu.au/en/publications/human-services-costing-amp-pricing-resources-package-service-prov/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-costing-amp-pricing-resources-package-service-prov,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Human Services: Devolution and Procurement Practice - The Australian Experience,2025,1,David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/human-services-devolution-and-procurement-practice-the-australian/,https://research-repository.uwa.edu.au/en/publications/human-services-devolution-and-procurement-practice-the-australian/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,human-services-devolution-and-procurement-practice-the-australian,,,Research output: Contribution to conference › Conference presentation/ephemera,Published - 11 Nov 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"N.G. Butlin's 1959 Monograph ""Colonial Socialism in Australia"" and the Discourse in Economic History",2025,1,David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/ng-butlins-1959-monograph-colonial-socialism-in-australia-and-the/,https://research-repository.uwa.edu.au/en/publications/ng-butlins-1959-monograph-colonial-socialism-in-australia-and-the/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,ng-butlins-1959-monograph-colonial-socialism-in-australia-and-the,,,Research output: Chapter in Book/Conference paper › Conference paper,Published - 19 Jul 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Open University, UK: Human Services Devolution and Procurement - The Australian Experience",2025,1,David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/open-university-uk-human-services-devolution-and-procurement-the-/,https://research-repository.uwa.edu.au/en/publications/open-university-uk-human-services-devolution-and-procurement-the-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,open-university-uk-human-services-devolution-and-procurement-the-,,,Research output: Contribution to conference › Conference presentation/ephemera,Published - 11 Nov 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Cost, Real Impact Case Study Series: Northern Territory",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-cost-real-impact-case-study-series-northern-territory/,https://research-repository.uwa.edu.au/en/publications/real-cost-real-impact-case-study-series-northern-territory/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-cost-real-impact-case-study-series-northern-territory,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impact Case Study Series: Australia Capital Territory",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-australia-capital-territ/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-australia-capital-territ/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impact-case-study-series-australia-capital-territ,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impact Case Study Series: Geraldton, Western Australia",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-geraldton-western-austra/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impact-case-study-series-geraldton-western-austra/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impact-case-study-series-geraldton-western-austra,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Case Study Series: Brisbane, Queensland",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-brisbane-queensland/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-brisbane-queensland/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-case-study-series-brisbane-queensland,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Case Study Series: Victoria",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-victoria/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-victoria/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-case-study-series-victoria,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Case Study Series: Wilcannia-Forbes, New South Wales",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wilcannia-forbes-new-so/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wilcannia-forbes-new-so/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-case-study-series-wilcannia-forbes-new-so,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Case Study Series: Wollongong, New South Wales",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wollongong-new-south-wa/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-case-study-series-wollongong-new-south-wa/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-case-study-series-wollongong-new-south-wa,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Policy Summit Booklet",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-policy-summit-booklet/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-policy-summit-booklet/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-policy-summit-booklet,,,Research output: Book/Report › Other output,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts Research Summary",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-research-summary/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-research-summary/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-research-summary,,,Research output: Book/Report › Report,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"Real Costs, Real Impacts: a Path to Social Services Sustainability",2025,2,David Gilchrist; Ben Perks,,,,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-a-path-to-social-services-sustainability/,https://research-repository.uwa.edu.au/en/publications/real-costs-real-impacts-a-path-to-social-services-sustainability/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,real-costs-real-impacts-a-path-to-social-services-sustainability,,,Research output: Book/Report › Report,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,"School of Education, Sheffield University: The Creation of Public Value in Human Services",2025,1,David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/school-of-education-sheffield-university-the-creation-of-public-v/,https://research-repository.uwa.edu.au/en/publications/school-of-education-sheffield-university-the-creation-of-public-v/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,school-of-education-sheffield-university-the-creation-of-public-v,,,Research output: Contribution to conference › Conference presentation/ephemera,Published - 13 Nov 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Summary Report: The Lifetime Price of Harm - Economic Costs of Sexual Violence and the Case for Timely Intervention in Australia,2025,2,Ben Perks; David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/summary-report-the-lifetime-price-of-harm-economic-costs-of-sexua/,https://research-repository.uwa.edu.au/en/publications/summary-report-the-lifetime-price-of-harm-economic-costs-of-sexua/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,summary-report-the-lifetime-price-of-harm-economic-costs-of-sexua,,,Research output: Book/Report › Report,Published - Oct 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,The Irish Welfare State: Its Historical and Contemporary Development,2025,2,David Gilchrist; Nurdan Colleran,,,,https://research-repository.uwa.edu.au/en/publications/the-irish-welfare-state-its-historical-and-contemporary-developme/,https://research-repository.uwa.edu.au/en/publications/the-irish-welfare-state-its-historical-and-contemporary-developme/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,the-irish-welfare-state-its-historical-and-contemporary-developme,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,The Lifetime Price of Harm - Economic Costs of Sexual Violence and the Case for Early Intervention in Australia,2025,2,Ben Perks; David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/the-lifetime-price-of-harm-economic-costs-of-sexual-violence-and--2/,https://research-repository.uwa.edu.au/en/publications/the-lifetime-price-of-harm-economic-costs-of-sexual-violence-and--2/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,the-lifetime-price-of-harm-economic-costs-of-sexual-violence-and--2,,,Research output: Working paper,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,Universite Lumiere Lyon 2 - Project: Citizens First - The Development and Status of the French Welfare State,2025,3,David Gilchrist; Kate Searle; Rebeca Gomez Betancourt,,,,https://research-repository.uwa.edu.au/en/publications/universite-lumiere-lyon-2-project-citizens-first-the-development-/,https://research-repository.uwa.edu.au/en/publications/universite-lumiere-lyon-2-project-citizens-first-the-development-/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,universite-lumiere-lyon-2-project-citizens-first-the-development-,,,Research output: Other contribution,Published - 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-004,David Gilchrist,,University of Leicester: Building Public Value Via The Third Sector - Direct and Indirect Value Adding,2025,1,David Gilchrist,,,,https://research-repository.uwa.edu.au/en/publications/university-of-leicester-building-public-value-via-the-third-secto/,https://research-repository.uwa.edu.au/en/publications/university-of-leicester-building-public-value-via-the-third-secto/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-004,university-of-leicester-building-public-value-via-the-third-secto,,,Research output: Contribution to conference › Conference presentation/ephemera,Published - 19 Nov 2025,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-006,Fangbin Lin,Accounting Review,"Tough Ratings, Tougher Sell: How Different Types of Adjustment Affect Managers’ Asymmetric Algorithm Use in Performance Evaluation Judgments",2026,3,Fangbin Lin; Mandy Cheng; Kerry Humphreys,A*,,10.2308/TAR-2023-0610,https://doi.org/10.2308/TAR-2023-0610,https://research-repository.uwa.edu.au/en/publications/tough-ratings-tougher-sell-how-different-types-of-adjustment-affe/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-006,tough-ratings-tougher-sell-how-different-types-of-adjustment-affe,1558-7967,,Research output: Contribution to journal › Article › peer-review,Published - May 2026,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
uwa-accounting-006,Fangbin Lin,,Price Erosion and Sales Volume Analysis of China Smart-Phone Market,2016,1,Fangbin Lin,,,,https://research-repository.uwa.edu.au/en/publications/price-erosion-and-sales-volume-analysis-of-china-smart-phone-mark/,https://research-repository.uwa.edu.au/en/publications/price-erosion-and-sales-volume-analysis-of-china-smart-phone-mark/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-006,price-erosion-and-sales-volume-analysis-of-china-smart-phone-mark,,,Research output: Chapter in Book/Conference paper › Chapter,Published - 2016,unmatched,unmatched,2026-08-11T16:56:18.032Z
uwa-accounting-007,George Shan,Emerging Markets Review,Asymmetric impact of compliance management reform on opportunistic insider trading: Evidence from Chinese state-owned enterprises,2026,3,Wencheng Cao; Yuan George Shan; Joey Wenling Yang,A,,10.1016/j.ememar.2026.101438,https://doi.org/10.1016/j.ememar.2026.101438,https://research-repository.uwa.edu.au/en/publications/asymmetric-impact-of-compliance-management-reform-on-opportunisti/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-007,asymmetric-impact-of-compliance-management-reform-on-opportunisti,1566-0141,,Research output: Contribution to journal › Article › peer-review,Published - Jun 2026,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
uwa-accounting-007,George Shan,International Journal of Managerial Finance,Do corporate imitation behaviors of CSR practices affect bank loan contracting? Evidence from a text-based measure,2026,3,Wencheng Cao; Yuan George Shan; Jianbo Song,A,,10.1108/IJMF-04-2025-0173,https://doi.org/10.1108/IJMF-04-2025-0173,https://research-repository.uwa.edu.au/en/publications/do-corporate-imitation-behaviors-of-csr-practices-affect-bank-loa/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-007,do-corporate-imitation-behaviors-of-csr-practices-affect-bank-loa,1743-9132,,Research output: Contribution to journal › Article › peer-review,Published - 3 Feb 2026,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
uwa-accounting-007,George Shan,Accounting and Finance,From Human Hands to Machine Minds: Financing AI-Driven Entrepreneurship in Reward-Based Crowdfunding,2026,3,Zirui Song; Yihui Lan; Yuan George Shan,A,,10.1111/acfi.70207,https://doi.org/10.1111/acfi.70207,https://research-repository.uwa.edu.au/en/publications/from-human-hands-to-machine-minds-financing-ai-driven-entrepreneu-2/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-007,from-human-hands-to-machine-minds-financing-ai-driven-entrepreneu-2,0810-5391,,Research output: Contribution to journal › Article › peer-review,Published - Jun 2026,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
uwa-accounting-007,George Shan,Emerging Markets Review,Grain by grain: How rice farming cultivates ESG rating consistency?,2026,4,Xin Wang; Wencheng Cao; Yuan George Shan; Joey Wenling Yang,A,,10.1016/j.ememar.2026.101525,https://doi.org/10.1016/j.ememar.2026.101525,https://research-repository.uwa.edu.au/en/publications/grain-by-grain-how-rice-farming-cultivates-esg-rating-consistency/,UWA Profiles and Research Repository (Pure),,,,University of Western Australia,Accounting,uwa-accounting-007,grain-by-grain-how-rice-farming-cultivates-esg-rating-consistency,1566-0141,,Research output: Contribution to journal › Article › peer-review,Published - Sept 2026,ISSN/eISSN,matched,2026-08-11T16:56:18.032Z
